Symbol,Name,Sector,Industry
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
EU,enCore Energy Corp. Common Shares,Basic Materials,Other Metals and Minerals
EUDA,EUDA Health Holdings Limited Ordinary Shares,Health Care,Medical/Nursing Services
EUDAW,EUDA Health Holdings Limited Warrant,Health Care,Medical/Nursing Services
EURK,Eureka Acquisition Corp Class A Ordinary Share,,
EVAC,EQV Ventures Acquisition Corp. II Class A Ordinary Shares,Industrials,Fluid Controls
EVAX,Evaxion A/S American Depositary Share,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVC,Entravision Communications Corporation Common Stock,Industrials,Broadcasting
EVCM,EverCommerce Inc. Common Stock,Technology,Computer Software: Prepackaged Software
EVER,EverQuote Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
EVEX,Eve Holding Inc. Common Stock,Industrials,Aerospace
EVF,Eaton Vance Senior Income Trust Common Stock,Finance,Investment Bankers/Brokers/Service
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
EVGN,Evogene Ltd Ordinary Shares,Industrials,Agricultural Chemicals
EVGO,EVgo Inc. Class A Common Stock,Technology,EDP Services
EVGOW,EVgo Inc. Warrants,Technology,EDP Services
EVH,Evolent Health Inc Class A Common Stock,Consumer Discretionary,Other Consumer Services
EVI,EVI Industries Inc.  Common Stock,Consumer Discretionary,Other Consumer Services
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,Technology,Computer peripheral equipment
EVLVW,Evolv Technologies Holdings Inc. Warrant,Technology,Computer peripheral equipment
EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,Finance,Finance/Investors Services
EVN,Eaton Vance Municipal Income Trust Common Stock,Finance,Investment Managers
EVO,Evotec SE American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
EVOK,Evoke Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
EVR,Evercore Inc. Class A Common Stock,Finance,Investment Managers
EVRG,Evergy Inc. Common Stock,Utilities,Power Generation
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
EVTC,Evertec Inc. Common Stock,Technology,EDP Services
EVTL,Vertical Aerospace Ltd. Ordinary Shares,Industrials,Aerospace
EVTV,Envirotech Vehicles Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
EW,Edwards Lifesciences Corporation Common Stock,Health Care,Industrial Specialties
EWBC,East West Bancorp Inc. Common Stock,Finance,Major Banks
EWCZ,European Wax Center Inc. Class A Common Stock,Consumer Discretionary,Other Consumer Services
EWTX,Edgewise Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
EXAS,Exact Sciences Corporation Common Stock,Health Care,Medical Specialities
EXC,Exelon Corporation Common Stock,Utilities,Power Generation
EXE,Expand Energy Corporation Common Stock,Energy,Oil & Gas Production
EXEEL,Expand Energy Corporation Class C Warrants,Energy,Oil & Gas Production
EXEEZ,Expand Energy Corporation Class B Warrants,Energy,Oil & Gas Production
EXEL,Exelixis Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EXFY,Expensify Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),Basic Materials,Precious Metals
EXLS,ExlService Holdings Inc. Common Stock,Real Estate,Real Estate
EXOD,Exodus Movement Inc. Class A Common Stock,Finance,Finance: Consumer Services
EXOZ,eXoZymes Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EXP,Eagle Materials Inc Common Stock,Industrials,Building Materials
EXPD,Expeditors International of Washington Inc. Common Stock,Industrials,Integrated Freight & Logistics
EXPE,Expedia Group Inc. Common Stock,Consumer Discretionary,Transportation Services
EXPI,eXp World Holdings Inc. Common Stock,Finance,Real Estate
EXPO,Exponent Inc. Common Stock,Consumer Discretionary,Professional Services
EXR,Extra Space Storage Inc Common Stock,Real Estate,Real Estate Investment Trusts
EXTR,Extreme Networks Inc. Common Stock,Telecommunications,Computer Communications Equipment
EYE,National Vision Holdings Inc. Common Stock,Health Care,Ophthalmic Goods
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
EZGO,EZGO Technologies Ltd. Ordinary Shares,Consumer Discretionary,Motor Vehicles
EZPW,EZCORP Inc. Class A Non Voting Common Stock,Consumer Discretionary,Other Specialty Stores
F,Ford Motor Company Common Stock,Industrials,Auto Manufacturing
F^B,Ford Motor Company 6.20% Notes due June 1 2059,,
F^C,Ford Motor Company 6% Notes due December 1 2059,,
F^D,Ford Motor Company 6.500% Notes due August 15 2062,,
FA,First Advantage Corporation Common Stock,Technology,EDP Services
FAAS,DigiAsia Corp. Ordinary Shares,Technology,Computer Software: Prepackaged Software
FAASW,DigiAsia Corp. Warrant,Technology,Computer Software: Prepackaged Software
FACT,FACT II Acquisition Corp. Class A Ordinary Shares,,
FACTW,FACT II Acquisition Corp. Warrant,Finance,Blank Checks
FAF,First American Corporation (New) Common Stock,Finance,Specialty Insurers
FAMI,Farmmi Inc. Ordinary Shares,Consumer Staples,Packaged Foods
FANG,Diamondback Energy Inc. Common Stock,Energy,Oil & Gas Production
FARM,Farmer Brothers Company Common Stock,Consumer Staples,Packaged Foods
FAST,Fastenal Company Common Stock,Consumer Discretionary,RETAIL: Building Materials
FAT,FAT Brands Inc. Class A Common Stock,Consumer Discretionary,Restaurants
FATBB,FAT Brands Inc. Class B Common Stock,Consumer Discretionary,Restaurants
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,Consumer Discretionary,Restaurants
FATE,Fate Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FATN,FatPipe Inc. Common Stock,Technology,Computer Software: Prepackaged Software
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,Finance,Investment Managers
FBGL,FBS Global Limited Ordinary Shares,Consumer Discretionary,Miscellaneous manufacturing industries
FBIN,Fortune Brands Innovations Inc. Common Stock,Basic Materials,Forest Products
FBIO,Fortress Biotech Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FBIZ,First Business Financial Services Inc. Common Stock,Finance,Major Banks
FBK,FB Financial Corporation Common Stock,Finance,Major Banks
FBLA,FB Bancorp Inc. Common Stock,Finance,Banks
FBLG,FibroBiologics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FBNC,First Bancorp Common Stock,Finance,Major Banks
FBP,First BanCorp. New Common Stock,Finance,Major Banks
FBRT,Franklin BSP Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
FBRT^E,Franklin BSP Realty Trust Inc. 7.50% Series E Cumulative Redeemable Preferred Stock,,
FBRX,Forte Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FBYD,Falcon's Beyond Global Inc. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
FC,Franklin Covey Company Common Stock,Consumer Discretionary,Other Consumer Services
FCAP,First Capital Inc. Common Stock,Finance,Savings Institutions
FCBC,First Community Bankshares Inc. (VA) Common Stock,Finance,Major Banks
FCCO,First Community Corporation Common Stock,Finance,Major Banks
FCEL,FuelCell Energy Inc. Common Stock,Energy,Industrial Machinery/Components
FCF,First Commonwealth Financial Corporation Common Stock,Finance,Major Banks
FCFS,FirstCash Holdings Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
FCN,FTI Consulting Inc. Common Stock,Consumer Discretionary,Professional Services
FCNCA,First Citizens BancShares Inc. Class A Common Stock,Finance,Major Banks
FCNCO,First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C,Finance,Major Banks
FCNCP,First Citizens BancShares Inc. Depositary Shares,Finance,Major Banks
FCO,abrdn Global Income Fund Inc. Common Stock,Finance,Investment Managers
FCPT,Four Corners Property Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
FCRX,Crescent Capital BDC Inc. 5.00% Notes due 2026,Finance,Finance: Consumer Services
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,Finance,Finance Companies
FCUV,Focus Universal Inc. Common Stock,Industrials,Industrial Machinery/Components
FCX,Freeport-McMoRan Inc. Common Stock,Basic Materials,Metal Mining
FDBC,Fidelity D & D Bancorp Inc. Common Stock,Finance,Major Banks
FDMT,4D Molecular Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FDP,Fresh Del Monte Produce Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
FDS,FactSet Research Systems Inc. Common Stock,Technology,Computer Software: Programming Data Processing
FDSB,Fifth District Bancorp Inc. Common Stock,Finance,Savings Institutions
FDUS,Fidus Investment Corporation Common Stock,Finance,Finance/Investors Services
FDX,FedEx Corporation Common Stock,Consumer Discretionary,Air Freight/Delivery Services
FE,FirstEnergy Corp. Common Stock,Utilities,Electric Utilities: Central
FEAM,5E Advanced Materials Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
FEBO,Fenbo Holdings Limited Ordinary Shares,Consumer Discretionary,Home Furnishings
FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each ADS representing 10 ordinary shares,Real Estate,Other Consumer Services
FEIM,Frequency Electronics Inc. Common Stock,Industrials,Electrical Products
FELE,Franklin Electric Co. Inc. Common Stock,Consumer Discretionary,Metal Fabrications
FEMY,Femasys Inc. Common Stock,Health Care,Medical/Dental Instruments
FENC,Fennec Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FENG,Phoenix New Media Limited American Depositary Shares each representing 48 Class A ordinary shares.,Industrials,Broadcasting
FER,Ferrovial SE Ordinary Shares,Industrials,Military/Government/Technical
FERA,Fifth Era Acquisition Corp I Class A Ordinary Shares,,
FERAR,Fifth Era Acquisition Corp I Rights,,
FERG,Ferguson Enterprises Inc. Common Stock,Miscellaneous,Miscellaneous
FET,Forum Energy Technologies Inc. Common Stock,Consumer Discretionary,Oil and Gas Field Machinery
FF,FutureFuel Corp.  Common shares,Industrials,Major Chemicals
FFA,First Trust Enhanced Equity Income Fund,Finance,Investment Managers
FFAI,Faraday Future Intelligent Electric Inc. Class A Common Stock,Industrials,Auto Manufacturing
FFAIW,Faraday Future Intelligent Electric Inc. Warrant,Industrials,Auto Manufacturing
FFBC,First Financial Bancorp. Common Stock,Finance,Major Banks
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,Finance,Trusts Except Educational Religious and Charitable
FFIC,Flushing Financial Corporation Common Stock,Finance,Major Banks
FFIN,First Financial Bankshares Inc. Common Stock,Finance,Major Banks
FFIV,F5 Inc. Common Stock,Telecommunications,Computer Communications Equipment
FFWM,First Foundation Inc. Common Stock,Finance,Major Banks
FG,F&G Annuities & Life Inc. Common Stock,Finance,Life Insurance
FGBI,First Guaranty Bancshares Inc. Common Stock,Finance,Savings Institutions
FGBIP,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,Finance,Savings Institutions
FGEN,FibroGen Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FGI,FGI Industries Ltd. Ordinary Shares,Industrials,Industrial Specialties
FGIWW,FGI Industries Ltd. Warrant,Industrials,Industrial Specialties
FGL,Founder Group Limited Class A Ordinary Shares,Consumer Discretionary,Engineering & Construction
FGMC,FG Merger II Corp. Common stock,,
FGMCR,FG Merger II Corp. Rights,,
FGMCU,FG Merger II Corp. Unit,,
FGN,F&G Annuities & Life Inc. 7.950% Senior Notes due 2053,Finance,Life Insurance
FGNX,Fundamental Global Inc. Common Stock ,Finance,Property-Casualty Insurers
FGNXP,Fundamental Global Inc. 8.00% Cumulative Preferred Stock,Finance,Property-Casualty Insurers
FGSN,F&G Annuities & Life Inc. 7.300% Junior Subordinated Notes due 2065,Finance,Life Insurance
FHB,First Hawaiian Inc. Common Stock,Finance,Major Banks
FHI,Federated Hermes Inc. Common Stock,Finance,Investment Managers
FHN,First Horizon Corporation Common Stock,Finance,Major Banks
FHN^C,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series C,,
FHN^E,First Horizon Corporation Depositary Shares each representing a 1/4000th interest in a share of Non-Cumulative Perpetual Preferred Stock Series E,,
FHN^F,First Horizon Corporation Depositary Shares each representing 1/4000th Interest in a Share of Non-Cumulative Perpetual Preferred Stock Series F,,
FHTX,Foghorn Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FI,Fiserv Inc. Common Stock,Real Estate,Real Estate
FIBK,First Interstate BancSystem Inc. Common Stock (DE),Finance,Major Banks
FICO,Fair Isaac Corporation Common Stock,Real Estate,Real Estate
FIEE,FiEE Inc Common Stock,Utilities,Telecommunications Equipment
FIG,Figma Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
FIGS,FIGS Inc. Class A Common Stock,Consumer Discretionary,Apparel
FIGX,FIGX Capital Acquisition Corp. Class A Ordinary Share,,
FIGXU,FIGX Capital Acquisition Corp. Units,Finance,Blank Checks
FIGXW,FIGX Capital Acquisition Corp. Warrant,,
FIHL,Fidelis Insurance Holdings Limited Common Shares,Finance,Property-Casualty Insurers
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,Finance,Finance/Investors Services
FINV,FinVolution Group American Depositary Shares,Finance,Finance: Consumer Services
FINW,FinWise Bancorp Common Stock,Finance,Major Banks
FIP,FTAI Infrastructure Inc. Common Stock ,Energy,Oil Refining/Marketing
FIS,Fidelity National Information Services Inc. Common Stock,Real Estate,Real Estate
FISI,Financial Institutions Inc. Common Stock,Finance,Major Banks
FITB,Fifth Third Bancorp Common Stock,Finance,Major Banks
FITBI,Fifth Third Bancorp Depositary Shares,Finance,Major Banks
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,Finance,Major Banks
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,Finance,Major Banks
FIVE,Five Below Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
FIVN,Five9 Inc. Common Stock,Technology,EDP Services
FIX,Comfort Systems USA Inc. Common Stock,Industrials,Engineering & Construction
FIZZ,National Beverage Corp. Common Stock,Consumer Staples,Beverages (Production/Distribution)
FKWL,Franklin Wireless Corp. Common Stock,Utilities,Telecommunications Equipment
FL,Foot Locker Inc.,Consumer Discretionary,Clothing/Shoe/Accessory Stores
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,Finance,Trusts Except Educational Religious and Charitable
FLD,Fold Holdings Inc. Class A Common Stock,Finance,Finance: Consumer Services
FLDDW,Fold Holdings Inc. Warrant,Finance,Finance: Consumer Services
FLEX,Flex Ltd. Ordinary Shares,Technology,Electrical Products
FLG,Flagstar Financial Inc. Common Stock,Finance,Banks
FLG^A,Flagstar Financial Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock,,
